,Demographic,DBN,School Name,Cohort,Total Cohort,Total Grads - n,Total Grads - % of cohort,Total Regents - n,Total Regents - % of cohort,Total Regents - % of grads,Advanced Regents - n,Advanced Regents - % of cohort,Advanced Regents - % of grads,Regents w/o Advanced - n,Regents w/o Advanced - % of cohort,Regents w/o Advanced - % of grads,Local - n,Local - % of cohort,Local - % of grads,Still Enrolled - n,Still Enrolled - % of cohort,Dropped Out - n,Dropped Out - % of cohort,BORO,District,Income,y
1819,Total Cohort,26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2002,71,59,83.1,45,63.4,76.3,0,0.0,0.0,45,63.4,76.3,14,19.7,23.7,10,14.1,0,0.0,Q,26,86854,85.9
1820,Total Cohort,26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2003,255,219,85.9,164,64.3,74.9,51,20.0,23.3,113,44.3,51.6,55,21.6,25.1,28,11.0,5,2.0,Q,26,86854,82.9
1821,Total Cohort,26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2004,281,233,82.9,168,59.8,72.09999999999998,0,0.0,0.0,168,59.8,72.09999999999998,65,23.1,27.9,38,13.5,10,3.6,Q,26,86854,80.7
1822,Total Cohort,26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2005,269,217,80.7,151,56.1,69.6,35,13.0,16.1,116,43.1,53.5,66,24.5,30.4,41,15.2,8,3.0,Q,26,86854,86.5
1823,Total Cohort,26Q566,QUEENS HIGH SCHOOL OF TEACHING  LIBER,2006,281,243,86.5,187,66.5,77.0,35,12.5,14.4,152,54.1,62.6,56,19.9,23.0,23,8.2,9,3.2,Q,26,86854,
1824,Total Cohort,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2002,8,s,,s,,,s,,,s,,,s,,,s,,s,,Q,30,54001,67.5
1825,Total Cohort,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2001,866,421,48.6,287,33.1,68.2,118,13.6,28.0,169,19.5,40.1,136,15.7,32.3,255,29.4,164,18.9,Q,30,54001,46.8
1826,Total Cohort,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2002,885,414,46.8,299,33.8,72.2,102,11.5,24.6,197,22.3,47.6,115,13.0,27.8,268,30.3,179,20.2,Q,30,54001,50.2
1827,Total Cohort,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2003,844,424,50.2,353,41.8,83.3,137,16.2,32.3,216,25.6,50.9,71,8.4,16.7,241,28.6,171,20.3,Q,30,54001,49.1
1828,Total Cohort,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2004,795,390,49.1,289,36.4,74.09999999999998,97,12.2,24.9,192,24.2,49.2,101,12.7,25.9,244,30.7,152,19.1,Q,30,54001,52.5
1829,Total Cohort,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2005,824,433,52.5,362,43.9,83.6,132,16.0,30.5,230,27.9,53.1,71,8.6,16.4,218,26.5,129,15.7,Q,30,54001,61.1
1830,Total Cohort,30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,2006,810,495,61.1,401,49.5,81.0,135,16.7,27.3,266,32.8,53.7,94,11.6,19.0,177,21.9,110,13.6,Q,30,54001,
1831,Total Cohort,30Q450,LONG ISLAND CITY HIGH SCHOOL,2001,887,413,46.6,353,39.8,85.5,86,9.7,20.8,267,30.1,64.6,60,6.8,14.5,304,34.3,130,14.7,Q,30,54001,43.8
1832,Total Cohort,30Q450,LONG ISLAND CITY HIGH SCHOOL,2002,940,412,43.8,375,39.9,91.0,92,9.8,22.3,283,30.1,68.7,37,3.9,9.0,293,31.2,200,21.3,Q,30,54001,51.0
1833,Total Cohort,30Q450,LONG ISLAND CITY HIGH SCHOOL,2003,819,418,51.0,365,44.6,87.3,98,12.0,23.4,267,32.6,63.9,53,6.5,12.7,240,29.3,143,17.5,Q,30,54001,52.3
1834,Total Cohort,30Q450,LONG ISLAND CITY HIGH SCHOOL,2004,833,436,52.3,379,45.5,86.9,104,12.5,23.9,275,33.0,63.1,57,6.8,13.1,278,33.4,107,12.8,Q,30,54001,54.5
1835,Total Cohort,30Q450,LONG ISLAND CITY HIGH SCHOOL,2005,849,463,54.5,420,49.5,90.7,111,13.1,24.0,309,36.4,66.7,43,5.1,9.3,253,29.8,104,12.2,Q,30,54001,61.7
1836,Total Cohort,30Q450,LONG ISLAND CITY HIGH SCHOOL,2006,718,443,61.7,389,54.2,87.8,112,15.6,25.3,277,38.6,62.5,54,7.5,12.2,157,21.9,92,12.8,Q,30,54001,
1837,Total Cohort,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2001,157,133,84.7,113,72.0,85.0,0,0.0,0.0,113,72.0,85.0,20,12.7,15.0,22,14.0,2,1.3,Q,30,54001,89.8
1838,Total Cohort,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2002,118,106,89.8,96,81.4,90.6,41,34.7,38.7,55,46.6,51.9,10,8.5,9.4,9,7.6,1,0.8,Q,30,54001,93.1
1839,Total Cohort,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2003,131,122,93.1,108,82.4,88.5,47,35.9,38.5,61,46.6,50.0,14,10.7,11.5,8,6.1,1,0.8,Q,30,54001,97.4
1840,Total Cohort,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2004,116,113,97.4,109,94.0,96.5,47,40.5,41.6,62,53.4,54.9,4,3.4,3.5,3,2.6,0,0.0,Q,30,54001,96.3
1841,Total Cohort,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2005,162,156,96.3,145,89.5,92.9,61,37.7,39.1,84,51.9,53.8,11,6.8,7.1,6,3.7,0,0.0,Q,30,54001,95.9
1842,Total Cohort,30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,2006,171,164,95.9,154,90.1,93.9,74,43.3,45.1,80,46.8,48.8,10,5.8,6.1,3,1.8,3,1.8,Q,30,54001,
1843,Total Cohort,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2001,8,s,,s,,,s,,,s,,,s,,,s,,s,,Q,30,54001,
1844,Total Cohort,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2003,243,164,67.5,145,59.7,88.4,32,13.2,19.5,113,46.5,68.9,19,7.8,11.6,57,23.5,21,8.6,Q,30,54001,67.2
1845,Total Cohort,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2004,232,156,67.2,142,61.2,91.0,49,21.1,31.4,93,40.1,59.6,14,6.0,9.0,40,17.2,34,14.7,Q,30,54001,56.7
1846,Total Cohort,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2005,231,131,56.7,111,48.1,84.7,20,8.7,15.3,91,39.4,69.5,20,8.7,15.3,44,19.0,44,19.0,Q,30,54001,71.5
1847,Total Cohort,30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,2006,267,191,71.5,151,56.6,79.09999999999998,35,13.1,18.3,116,43.4,60.7,40,15.0,20.9,39,14.6,33,12.4,Q,30,54001,
1848,Total Cohort,30Q555,NEWCOMERS HIGH SCHOOL,2001,244,126,51.6,97,39.8,77.0,30,12.3,23.8,67,27.5,53.2,30,12.3,23.8,64,26.2,50,20.5,Q,30,54001,50.8
1849,Total Cohort,30Q555,NEWCOMERS HIGH SCHOOL,2002,258,131,50.8,123,47.7,93.9,41,15.9,31.3,82,31.8,62.6,8,3.1,6.1,76,29.5,41,15.9,Q,30,54001,42.3
1850,Total Cohort,30Q555,NEWCOMERS HIGH SCHOOL,2003,194,82,42.3,74,38.1,90.2,25,12.9,30.5,49,25.3,59.8,8,4.1,9.8,72,37.1,29,14.9,Q,30,54001,56.0
1851,Total Cohort,30Q555,NEWCOMERS HIGH SCHOOL,2004,234,131,56.0,120,51.3,91.6,49,20.9,37.4,71,30.3,54.2,11,4.7,8.4,81,34.6,22,9.4,Q,30,54001,60.3
1852,Total Cohort,30Q555,NEWCOMERS HIGH SCHOOL,2005,232,140,60.3,120,51.7,85.7,41,17.7,29.3,79,34.1,56.4,20,8.6,14.3,64,27.6,20,8.6,Q,30,54001,67.8
1853,Total Cohort,30Q555,NEWCOMERS HIGH SCHOOL,2006,214,145,67.8,124,57.9,85.5,36,16.8,24.8,88,41.1,60.7,21,9.8,14.5,35,16.4,31,14.5,Q,30,54001,
1854,Total Cohort,30Q575,ACADEMY OF AMERICAN STUDIES,2001,114,101,88.6,95,83.3,94.1,49,43.0,48.5,46,40.4,45.5,6,5.3,5.9,12,10.5,1,0.9,Q,30,54001,83.7
1855,Total Cohort,30Q575,ACADEMY OF AMERICAN STUDIES,2002,123,103,83.7,99,80.5,96.1,49,39.8,47.6,50,40.7,48.5,4,3.3,3.9,15,12.2,1,0.8,Q,30,54001,86.7
1856,Total Cohort,30Q575,ACADEMY OF AMERICAN STUDIES,2003,143,124,86.7,114,79.7,91.9,40,28.0,32.3,74,51.7,59.7,10,7.0,8.1,11,7.7,8,5.6,Q,30,54001,85.7
1857,Total Cohort,30Q575,ACADEMY OF AMERICAN STUDIES,2004,140,120,85.7,120,85.7,100.0,73,52.1,60.8,47,33.6,39.2,0,0.0,0.0,18,12.9,2,1.4,Q,30,54001,77.09999999999998
1858,Total Cohort,30Q575,ACADEMY OF AMERICAN STUDIES,2005,118,91,77.09999999999998,89,75.4,97.8,43,36.4,47.3,46,39.0,50.5,2,1.7,2.2,21,17.8,2,1.7,Q,30,54001,86.5
1859,Total Cohort,30Q575,ACADEMY OF AMERICAN STUDIES,2006,155,134,86.5,125,80.59999999999998,93.3,71,45.8,53.0,54,34.8,40.3,9,5.8,6.7,16,10.3,3,1.9,Q,30,54001,
1860,Total Cohort,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2002,51,48,94.1,40,78.4,83.3,4,7.8,8.3,36,70.6,75.0,8,15.7,16.7,3,5.9,0,0.0,Q,30,54001,92.2
1861,Total Cohort,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2003,51,47,92.2,43,84.3,91.5,12,23.5,25.5,31,60.8,66.0,4,7.8,8.5,4,7.8,0,0.0,Q,30,54001,96.4
1862,Total Cohort,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2004,56,54,96.4,52,92.9,96.3,26,46.4,48.1,26,46.4,48.1,2,3.6,3.7,2,3.6,0,0.0,Q,30,54001,98.5
1863,Total Cohort,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2005,65,64,98.5,62,95.4,96.9,23,35.4,35.9,39,60.0,60.9,2,3.1,3.1,1,1.5,0,0.0,Q,30,54001,98.6
1864,Total Cohort,30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCA,2006,72,71,98.6,69,95.8,97.2,37,51.4,52.1,32,44.4,45.1,2,2.8,2.8,0,0.0,1,1.4,Q,30,54001,
1865,Total Cohort,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2003,2,s,,s,,,s,,,s,,,s,,,s,,s,,Q,27,60748,63.5
1866,Total Cohort,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2004,74,47,63.5,33,44.6,70.2,0,0.0,0.0,33,44.6,70.2,14,18.9,29.8,25,33.8,1,1.4,Q,27,60748,75.3
1867,Total Cohort,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2005,85,64,75.3,46,54.1,71.90000000000002,0,0.0,0.0,46,54.1,71.90000000000002,18,21.2,28.1,19,22.4,2,2.4,Q,27,60748,74.7
1868,Total Cohort,27Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SC,2006,95,71,74.7,53,55.8,74.59999999999998,8,8.4,11.3,45,47.4,63.4,18,18.9,25.4,19,20.0,4,4.2,Q,27,60748,
1869,Total Cohort,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2004,76,65,85.5,55,72.4,84.6,12,15.8,18.5,43,56.6,66.2,10,13.2,15.4,7,9.2,3,3.9,Q,27,60748,92.6
1870,Total Cohort,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2005,68,63,92.6,56,82.4,88.9,14,20.6,22.2,42,61.8,66.7,7,10.3,11.1,2,2.9,3,4.4,Q,27,60748,97.2
1871,Total Cohort,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,2006,71,69,97.2,59,83.1,85.5,13,18.3,18.8,46,64.8,66.7,10,14.1,14.5,2,2.8,0,0.0,Q,27,60748,
1872,Total Cohort,27Q302,QUEENS HIGH SCHOOL FOR INFORMATION  R,2006,2,s,,s,,,s,,,s,,,s,,,s,,s,,Q,27,60748,
1873,Total Cohort,27Q400,AUGUST MARTIN HIGH SCHOOL,2001,317,131,41.3,8,2.5,6.1,0,0.0,0.0,8,2.5,6.1,123,38.8,93.9,141,44.5,34,10.7,Q,27,60748,44.4
1874,Total Cohort,27Q400,AUGUST MARTIN HIGH SCHOOL,2002,349,155,44.4,55,15.8,35.5,9,2.6,5.8,46,13.2,29.7,100,28.7,64.5,109,31.2,68,19.5,Q,27,60748,43.7
1875,Total Cohort,27Q400,AUGUST MARTIN HIGH SCHOOL,2003,295,129,43.7,42,14.2,32.6,6,2.0,4.7,36,12.2,27.9,87,29.5,67.4,92,31.2,65,22.0,Q,27,60748,51.9
1876,Total Cohort,27Q400,AUGUST MARTIN HIGH SCHOOL,2004,405,210,51.9,85,21.0,40.5,8,2.0,3.8,77,19.0,36.7,125,30.9,59.5,105,25.9,78,19.3,Q,27,60748,47.9
1877,Total Cohort,27Q400,AUGUST MARTIN HIGH SCHOOL,2005,388,186,47.9,80,20.6,43.0,4,1.0,2.2,76,19.6,40.9,106,27.3,57.0,93,24.0,85,21.9,Q,27,60748,63.9
1878,Total Cohort,27Q400,AUGUST MARTIN HIGH SCHOOL,2006,288,184,63.9,81,28.1,44.0,11,3.8,6.0,70,24.3,38.0,103,35.8,56.0,49,17.0,48,16.7,Q,27,60748,
1879,Total Cohort,27Q410,BEACH CHANNEL HIGH SCHOOL,2001,506,237,46.8,120,23.7,50.6,38,7.5,16.0,82,16.2,34.6,117,23.1,49.4,210,41.5,37,7.3,Q,27,60748,52.8
1880,Total Cohort,27Q410,BEACH CHANNEL HIGH SCHOOL,2002,532,281,52.8,37,7.0,13.2,10,1.9,3.6,27,5.1,9.6,244,45.9,86.8,153,28.8,77,14.5,Q,27,60748,46.9
1881,Total Cohort,27Q410,BEACH CHANNEL HIGH SCHOOL,2003,571,268,46.9,60,10.5,22.4,5,0.9,1.9,55,9.6,20.5,208,36.4,77.59999999999998,152,26.6,134,23.5,Q,27,60748,48.1
1882,Total Cohort,27Q410,BEACH CHANNEL HIGH SCHOOL,2004,424,204,48.1,160,37.7,78.4,20,4.7,9.8,140,33.0,68.6,44,10.4,21.6,112,26.4,93,21.9,Q,27,60748,45.2
1883,Total Cohort,27Q410,BEACH CHANNEL HIGH SCHOOL,2005,427,193,45.2,152,35.6,78.8,6,1.4,3.1,146,34.2,75.59999999999998,41,9.6,21.2,114,26.7,83,19.4,Q,27,60748,52.4
1884,Total Cohort,27Q410,BEACH CHANNEL HIGH SCHOOL,2006,389,204,52.4,123,31.6,60.3,8,2.1,3.9,115,29.6,56.4,81,20.8,39.7,102,26.2,61,15.7,Q,27,60748,
1885,Total Cohort,27Q465,FAR ROCKAWAY HIGH SCHOOL,2001,309,119,38.5,18,5.8,15.1,11,3.6,9.2,7,2.3,5.9,101,32.7,84.9,100,32.4,75,24.3,Q,27,60748,39.8
1886,Total Cohort,27Q465,FAR ROCKAWAY HIGH SCHOOL,2002,259,103,39.8,37,14.3,35.9,4,1.5,3.9,33,12.7,32.0,66,25.5,64.1,82,31.7,69,26.6,Q,27,60748,38.6
1887,Total Cohort,27Q465,FAR ROCKAWAY HIGH SCHOOL,2003,277,107,38.6,44,15.9,41.1,6,2.2,5.6,38,13.7,35.5,63,22.7,58.9,87,31.4,73,26.4,Q,27,60748,38.3
1888,Total Cohort,27Q465,FAR ROCKAWAY HIGH SCHOOL,2004,209,80,38.3,29,13.9,36.3,3,1.4,3.8,26,12.4,32.5,51,24.4,63.8,69,33.0,56,26.8,Q,27,60748,42.2
1889,Total Cohort,27Q465,FAR ROCKAWAY HIGH SCHOOL,2005,232,98,42.2,28,12.1,28.6,1,0.4,1.0,27,11.6,27.6,70,30.2,71.40000000000002,71,30.6,55,23.7,Q,27,60748,40.2
1890,Total Cohort,27Q465,FAR ROCKAWAY HIGH SCHOOL,2006,164,66,40.2,25,15.2,37.9,0,0.0,0.0,25,15.2,37.9,41,25.0,62.1,35,21.3,59,36.0,Q,27,60748,
1891,Total Cohort,27Q475,RICHMOND HILL HIGH SCHOOL,2001,713,302,42.4,163,22.9,54.0,31,4.3,10.3,132,18.5,43.7,140,19.6,46.4,243,34.1,138,19.4,Q,27,60748,44.8
1892,Total Cohort,27Q475,RICHMOND HILL HIGH SCHOOL,2002,692,310,44.8,170,24.6,54.8,27,3.9,8.7,143,20.7,46.1,140,20.2,45.2,233,33.7,117,16.9,Q,27,60748,46.0
1893,Total Cohort,27Q475,RICHMOND HILL HIGH SCHOOL,2003,758,349,46.0,175,23.1,50.1,45,5.9,12.9,130,17.2,37.2,174,23.0,49.9,270,35.6,124,16.4,Q,27,60748,41.2
1894,Total Cohort,27Q475,RICHMOND HILL HIGH SCHOOL,2004,787,324,41.2,169,21.5,52.2,35,4.4,10.8,134,17.0,41.4,155,19.7,47.8,284,36.1,166,21.1,Q,27,60748,45.4
1895,Total Cohort,27Q475,RICHMOND HILL HIGH SCHOOL,2005,941,427,45.4,236,25.1,55.3,37,3.9,8.7,199,21.1,46.6,191,20.3,44.7,252,26.8,200,21.3,Q,27,60748,57.4
1896,Total Cohort,27Q475,RICHMOND HILL HIGH SCHOOL,2006,867,498,57.4,373,43.0,74.9,55,6.3,11.0,318,36.7,63.9,125,14.4,25.1,157,18.1,172,19.8,Q,27,60748,
1897,Total Cohort,27Q480,JOHN ADAMS HIGH SCHOOL,2001,733,304,41.5,129,17.6,42.4,6,0.8,2.0,123,16.8,40.5,175,23.9,57.6,297,40.5,113,15.4,Q,27,60748,45.1
1898,Total Cohort,27Q480,JOHN ADAMS HIGH SCHOOL,2002,781,352,45.1,218,27.9,61.9,54,6.9,15.3,164,21.0,46.6,134,17.2,38.1,277,35.5,126,16.1,Q,27,60748,43.6
1899,Total Cohort,27Q480,JOHN ADAMS HIGH SCHOOL,2003,792,345,43.6,217,27.4,62.9,57,7.2,16.5,160,20.2,46.4,128,16.2,37.1,288,36.4,147,18.6,Q,27,60748,40.6
1900,Total Cohort,27Q480,JOHN ADAMS HIGH SCHOOL,2004,812,330,40.6,223,27.5,67.6,37,4.6,11.2,186,22.9,56.4,107,13.2,32.4,322,39.7,146,18.0,Q,27,60748,46.8
1901,Total Cohort,27Q480,JOHN ADAMS HIGH SCHOOL,2005,799,374,46.8,245,30.7,65.5,33,4.1,8.800000000000002,212,26.5,56.7,129,16.1,34.5,243,30.4,135,16.9,Q,27,60748,63.4
1902,Total Cohort,27Q480,JOHN ADAMS HIGH SCHOOL,2006,808,512,63.4,367,45.4,71.7,36,4.5,7.0,331,41.0,64.6,145,17.9,28.3,129,16.0,141,17.5,Q,27,60748,
1903,Total Cohort,27Q650,HIGH SCHOOL FOR CONSTRUCTION TRADES,2006,177,162,91.5,149,84.2,92.0,27,15.3,16.7,122,68.9,75.3,13,7.3,8.0,12,6.8,2,1.1,Q,27,60748,
1904,Total Cohort,28Q440,FOREST HILLS HIGH SCHOOL,2001,976,718,73.59999999999998,497,50.9,69.2,252,25.8,35.1,245,25.1,34.1,222,22.7,30.9,154,15.8,94,9.6,Q,28,60901,70.90000000000002
1905,Total Cohort,28Q440,FOREST HILLS HIGH SCHOOL,2002,1061,752,70.90000000000002,599,56.5,79.7,252,23.8,33.5,347,32.7,46.1,153,14.4,20.3,198,18.7,95,9.0,Q,28,60901,72.8
1906,Total Cohort,28Q440,FOREST HILLS HIGH SCHOOL,2003,901,656,72.8,516,57.3,78.7,214,23.8,32.6,302,33.5,46.0,140,15.5,21.3,152,16.9,86,9.5,Q,28,60901,74.4
1907,Total Cohort,28Q440,FOREST HILLS HIGH SCHOOL,2004,951,708,74.4,550,57.8,77.7,245,25.8,34.6,305,32.1,43.1,158,16.6,22.3,166,17.5,70,7.4,Q,28,60901,80.09999999999998
1908,Total Cohort,28Q440,FOREST HILLS HIGH SCHOOL,2005,946,758,80.09999999999998,566,59.8,74.7,266,28.1,35.1,300,31.7,39.6,192,20.3,25.3,106,11.2,60,6.3,Q,28,60901,86.9
1909,Total Cohort,28Q440,FOREST HILLS HIGH SCHOOL,2006,959,833,86.9,641,66.8,77.0,213,22.2,25.6,428,44.6,51.4,192,20.0,23.0,82,8.6,24,2.5,Q,28,60901,
1910,Total Cohort,28Q470,JAMAICA HIGH SCHOOL,2001,524,201,38.4,126,24.0,62.7,39,7.4,19.4,87,16.6,43.3,75,14.3,37.3,152,29.0,153,29.2,Q,28,60901,41.7
1911,Total Cohort,28Q470,JAMAICA HIGH SCHOOL,2002,583,243,41.7,176,30.2,72.4,39,6.7,16.0,137,23.5,56.4,67,11.5,27.6,183,31.4,135,23.2,Q,28,60901,46.1
1912,Total Cohort,28Q470,JAMAICA HIGH SCHOOL,2003,584,269,46.1,209,35.8,77.7,65,11.1,24.2,144,24.7,53.5,60,10.3,22.3,183,31.3,117,20.0,Q,28,60901,39.4
1913,Total Cohort,28Q470,JAMAICA HIGH SCHOOL,2004,523,206,39.4,162,31.0,78.59999999999998,27,5.2,13.1,135,25.8,65.5,44,8.4,21.4,201,38.4,108,20.7,Q,28,60901,48.1
1914,Total Cohort,28Q470,JAMAICA HIGH SCHOOL,2005,462,222,48.1,165,35.70000000000001,74.3,37,8.0,16.7,128,27.7,57.7,57,12.3,25.7,137,29.7,82,17.7,Q,28,60901,52.3
1915,Total Cohort,28Q470,JAMAICA HIGH SCHOOL,2006,394,206,52.3,158,40.1,76.7,22,5.6,10.7,136,34.5,66.0,48,12.2,23.3,100,25.4,74,18.8,Q,28,60901,
1916,Total Cohort,28Q505,HILLCREST HIGH SCHOOL,2001,726,393,54.1,224,30.9,57.0,46,6.3,11.7,178,24.5,45.3,169,23.3,43.0,184,25.3,139,19.1,Q,28,60901,57.9
1917,Total Cohort,28Q505,HILLCREST HIGH SCHOOL,2002,831,481,57.9,281,33.8,58.4,43,5.2,8.9,238,28.6,49.5,200,24.1,41.6,192,23.1,140,16.8,Q,28,60901,56.9
1918,Total Cohort,28Q505,HILLCREST HIGH SCHOOL,2003,756,430,56.9,220,29.1,51.2,30,4.0,7.0,190,25.1,44.2,210,27.8,48.8,199,26.3,114,15.1,Q,28,60901,57.0
1919,Total Cohort,28Q505,HILLCREST HIGH SCHOOL,2004,767,437,57.0,233,30.4,53.3,43,5.6,9.8,190,24.8,43.5,204,26.6,46.7,221,28.8,103,13.4,Q,28,60901,62.3
1920,Total Cohort,28Q505,HILLCREST HIGH SCHOOL,2005,869,541,62.3,322,37.1,59.5,55,6.3,10.2,267,30.7,49.4,219,25.2,40.5,190,21.9,113,13.0,Q,28,60901,69.3
1921,Total Cohort,28Q505,HILLCREST HIGH SCHOOL,2006,766,531,69.3,322,42.0,60.6,62,8.1,11.7,260,33.9,49.0,209,27.3,39.4,126,16.4,95,12.4,Q,28,60901,
1922,Total Cohort,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2001,542,438,80.8,380,70.1,86.8,99,18.3,22.6,281,51.8,64.2,58,10.7,13.2,61,11.3,33,6.1,Q,28,60901,86.5
1923,Total Cohort,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2002,513,444,86.5,390,76.0,87.8,134,26.1,30.2,256,49.9,57.7,54,10.5,12.2,42,8.2,19,3.7,Q,28,60901,84.6
1924,Total Cohort,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2003,518,438,84.6,411,79.3,93.8,188,36.3,42.9,223,43.1,50.9,27,5.2,6.2,53,10.2,24,4.6,Q,28,60901,80.8
1925,Total Cohort,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2004,490,396,80.8,339,69.2,85.6,276,56.3,69.7,63,12.9,15.9,57,11.6,14.4,53,10.8,27,5.5,Q,28,60901,88.6
1926,Total Cohort,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2005,624,553,88.6,524,84.0,94.8,199,31.9,36.0,325,52.1,58.8,29,4.6,5.2,37,5.9,22,3.5,Q,28,60901,87.5
1927,Total Cohort,28Q620,THOMAS A. EDISON CAREER AND TECHNICAL,2006,819,717,87.5,657,80.2,91.6,156,19.0,21.8,501,61.2,69.9,60,7.3,8.4,44,5.4,43,5.3,Q,28,60901,
1928,Total Cohort,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2001,97,90,92.8,87,89.7,96.7,67,69.1,74.4,20,20.6,22.2,3,3.1,3.3,6,6.2,1,1.0,Q,28,60901,88.0
1929,Total Cohort,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2002,75,66,88.0,45,60.0,68.2,43,57.3,65.2,2,2.7,3.0,21,28.0,31.8,9,12.0,0,0.0,Q,28,60901,87.0
1930,Total Cohort,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2003,92,80,87.0,80,87.0,100.0,57,62.0,71.3,23,25.0,28.8,0,0.0,0.0,10,10.9,2,2.2,Q,28,60901,91.1
1931,Total Cohort,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2004,90,82,91.1,81,90.0,98.8,65,72.2,79.3,16,17.8,19.5,1,1.1,1.2,6,6.7,2,2.2,Q,28,60901,94.6
1932,Total Cohort,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2005,111,105,94.6,102,91.9,97.1,79,71.2,75.2,23,20.7,21.9,3,2.7,2.9,3,2.7,2,1.8,Q,28,60901,96.6
1933,Total Cohort,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SEC,2006,117,113,96.6,112,95.7,99.1,76,65.0,67.3,36,30.8,31.9,1,0.9,0.9,3,2.6,0,0.0,Q,28,60901,
1934,Total Cohort,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2002,90,80,88.9,79,87.8,98.8,58,64.4,72.5,21,23.3,26.3,1,1.1,1.3,10,11.1,0,0.0,Q,28,60901,96.0
1935,Total Cohort,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2003,99,95,96.0,94,94.9,98.9,89,89.9,93.7,5,5.1,5.3,1,1.0,1.1,4,4.0,0,0.0,Q,28,60901,90.8
1936,Total Cohort,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2004,87,79,90.8,79,90.8,100.0,74,85.1,93.7,5,5.7,6.3,0,0.0,0.0,8,9.2,0,0.0,Q,28,60901,93.5
1937,Total Cohort,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2005,92,86,93.5,86,93.5,100.0,82,89.1,95.3,4,4.3,4.7,0,0.0,0.0,5,5.4,1,1.1,Q,28,60901,97.2
1938,Total Cohort,28Q687,QUEENS HIGH SCHOOL FOR THE SCIENCES A,2006,107,104,97.2,104,97.2,100.0,103,96.3,99.0,1,0.9,1.0,0,0.0,0.0,3,2.8,0,0.0,Q,28,60901,
1939,Total Cohort,28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2002,4,s,,s,,,s,,,s,,,s,,,s,,s,,Q,28,60901,61.6
1940,Total Cohort,28Q690,HIGH SCHOOL FOR LAW ENFORCEMENT AND P,2003,177,109,61.6,66,37.3,60.6,5,2.8,4.6,61,34.5,56.0,43,24.3,39.4,51,28.8,16,9.0,Q,28,60901,64.8
